date,season,venue,team1,team2,toss_winner,toss_decision,bat_first_team,winner,team1_last5_win_pct,team2_last5_win_pct,team1_h2h_win_pct,team2_h2h_win_pct,team1_home_away,team2_home_away,team1_won
2021-02-20,2020/21,National Stadium,Quetta Gladiators,Karachi Kings,Karachi Kings,field,Quetta Gladiators,Karachi Kings,0.2,0.6,0.7,0.30000000000000004,away,away,0
2021-02-21,2020/21,National Stadium,Multan Sultans,Islamabad United,Islamabad United,field,Multan Sultans,Islamabad United,0.6,0.2,0.5,0.5,away,away,0
2021-02-21,2020/21,National Stadium,Peshawar Zalmi,Lahore Qalandars,Lahore Qalandars,field,Peshawar Zalmi,Lahore Qalandars,0.4,0.6,0.7272727272727273,0.2727272727272727,away,away,0
2021-02-22,2020/21,National Stadium,Quetta Gladiators,Lahore Qalandars,Lahore Qalandars,field,Quetta Gladiators,Lahore Qalandars,0.2,0.8,0.5,0.5,away,away,0
2021-02-23,2020/21,National Stadium,Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,field,Multan Sultans,Peshawar Zalmi,0.4,0.2,0.6666666666666666,0.33333333333333337,away,away,0
2021-02-24,2020/21,National Stadium,Karachi Kings,Islamabad United,Islamabad United,field,Karachi Kings,Islamabad United,0.8,0.4,0.42857142857142855,0.5714285714285714,away,away,0
2021-02-26,2020/21,National Stadium,Lahore Qalandars,Multan Sultans,Multan Sultans,field,Lahore Qalandars,Multan Sultans,0.8,0.2,0.5714285714285714,0.4285714285714286,away,away,0
2021-02-26,2020/21,National Stadium,Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,field,Quetta Gladiators,Peshawar Zalmi,0.2,0.2,0.5333333333333333,0.4666666666666667,away,away,0
2021-02-27,2020/21,National Stadium,Multan Sultans,Karachi Kings,Karachi Kings,field,Multan Sultans,Karachi Kings,0.2,0.6,0.25,0.75,away,away,0
2021-02-27,2020/21,National Stadium,Islamabad United,Peshawar Zalmi,Peshawar Zalmi,field,Islamabad United,Peshawar Zalmi,0.4,0.4,0.5,0.5,away,away,0
2021-02-28,2020/21,National Stadium,Karachi Kings,Lahore Qalandars,Lahore Qalandars,field,Karachi Kings,Lahore Qalandars,0.6,0.6,0.7,0.30000000000000004,away,away,0
2021-03-02,2020/21,National Stadium,Quetta Gladiators,Islamabad United,Islamabad United,field,Quetta Gladiators,Islamabad United,0.2,0.4,0.6363636363636364,0.36363636363636365,away,away,0
2021-03-03,2020/21,National Stadium,Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Peshawar Zalmi,Karachi Kings,0.6,0.6,0.6363636363636364,0.36363636363636365,away,away,0
2021-03-03,2020/21,National Stadium,Quetta Gladiators,Multan Sultans,Multan Sultans,field,Quetta Gladiators,Quetta Gladiators,0.2,0.2,0.6,0.4,away,away,1
2021-06-09,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Lahore Qalandars,Lahore Qalandars,field,Islamabad United,Lahore Qalandars,0.6,0.6,0.7777777777777778,0.2222222222222222,away,away,0
2021-06-10,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings,Karachi Kings,field,Multan Sultans,Multan Sultans,0.2,0.6,0.2,0.8,away,away,1
2021-06-10,2021,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,Peshawar Zalmi,Peshawar Zalmi,field,Lahore Qalandars,Lahore Qalandars,0.8,0.6,0.3333333333333333,0.6666666666666667,away,away,1
2021-06-11,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Islamabad United,Islamabad United,field,Quetta Gladiators,Islamabad United,0.2,0.6,0.5833333333333334,0.41666666666666663,away,away,0
2021-06-12,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Quetta Gladiators,Quetta Gladiators,field,Peshawar Zalmi,Peshawar Zalmi,0.6,0.2,0.5,0.5,away,away,1
2021-06-13,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Lahore Qalandars,Islamabad United,bat,Islamabad United,Islamabad United,0.6,0.8,0.7,0.30000000000000004,away,away,1
2021-06-13,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Multan Sultans,Multan Sultans,field,Peshawar Zalmi,Multan Sultans,0.6,0.4,0.42857142857142855,0.5714285714285714,away,away,0
2021-06-14,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Islamabad United,Islamabad United,field,Karachi Kings,Islamabad United,0.4,0.6,0.4,0.6,away,away,0
2021-06-15,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Lahore Qalandars,Lahore Qalandars,field,Quetta Gladiators,Quetta Gladiators,0.2,0.6,0.45454545454545453,0.5454545454545454,away,away,1
2021-06-15,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Peshawar Zalmi,Peshawar Zalmi,field,Karachi Kings,Peshawar Zalmi,0.4,0.4,0.4166666666666667,0.5833333333333333,away,away,0
2021-06-16,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Quetta Gladiators,Quetta Gladiators,field,Multan Sultans,Multan Sultans,0.6,0.4,0.3333333333333333,0.6666666666666667,away,away,1
2021-06-17,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Lahore Qalandars,Karachi Kings,bat,Karachi Kings,Karachi Kings,0.2,0.6,0.6363636363636364,0.36363636363636365,away,away,1
2021-06-17,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Peshawar Zalmi,Peshawar Zalmi,field,Islamabad United,Islamabad United,0.8,0.4,0.46153846153846156,0.5384615384615384,away,away,1
2021-06-18,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Lahore Qalandars,Lahore Qalandars,field,Multan Sultans,Multan Sultans,0.6,0.4,0.5,0.5,away,away,1
2021-06-19,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,Karachi Kings,bat,Karachi Kings,Karachi Kings,0.4,0.4,0.36363636363636365,0.6363636363636364,away,away,1
2021-06-19,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Islamabad United,Islamabad United,field,Multan Sultans,Islamabad United,0.8,0.8,0.42857142857142855,0.5714285714285714,away,away,0
2021-06-21,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Peshawar Zalmi,Peshawar Zalmi,field,Karachi Kings,Peshawar Zalmi,0.4,0.4,0.38461538461538464,0.6153846153846154,away,away,0
2021-06-21,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Islamabad United,Multan Sultans,bat,Multan Sultans,Multan Sultans,0.8,1.0,0.375,0.625,away,away,1
2021-06-22,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Peshawar Zalmi,Peshawar Zalmi,field,Islamabad United,Peshawar Zalmi,0.8,0.6,0.5,0.5,away,away,0
2021-06-24,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,field,Multan Sultans,Multan Sultans,0.8,0.6,0.625,0.375,away,away,1
2022-01-27,2021/22,"National Stadium, Karachi",Karachi Kings,Multan Sultans,Multan Sultans,field,Karachi Kings,Multan Sultans,0.4,0.8,0.6666666666666666,0.33333333333333337,home,away,0
2022-01-28,2021/22,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,field,Quetta Gladiators,Peshawar Zalmi,0.2,0.6,0.47058823529411764,0.5294117647058824,away,away,0
2022-01-29,2021/22,"National Stadium, Karachi",Lahore Qalandars,Multan Sultans,Multan Sultans,field,Lahore Qalandars,Multan Sultans,0.2,0.8,0.4444444444444444,0.5555555555555556,away,away,0
2022-01-29,2021/22,"National Stadium, Karachi",Karachi Kings,Quetta Gladiators,Quetta Gladiators,field,Karachi Kings,Quetta Gladiators,0.4,0.2,0.4166666666666667,0.5833333333333333,home,away,0
2022-01-30,2021/22,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United,Islamabad United,field,Peshawar Zalmi,Islamabad United,0.6,0.6,0.5333333333333333,0.4666666666666667,away,away,0
2022-01-30,2021/22,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,Lahore Qalandars,field,Karachi Kings,Lahore Qalandars,0.4,0.0,0.6666666666666666,0.33333333333333337,home,away,0
2022-01-31,2021/22,"National Stadium, Karachi",Multan Sultans,Quetta Gladiators,Quetta Gladiators,field,Multan Sultans,Multan Sultans,0.8,0.4,0.42857142857142855,0.5714285714285714,away,away,1
2022-02-01,2021/22,"National Stadium, Karachi",Multan Sultans,Islamabad United,Islamabad United,field,Multan Sultans,Multan Sultans,1.0,0.6,0.4444444444444444,0.5555555555555556,away,away,1
2022-02-02,2021/22,"National Stadium, Karachi",Lahore Qalandars,Peshawar Zalmi,Peshawar Zalmi,field,Lahore Qalandars,Lahore Qalandars,0.2,0.6,0.38461538461538464,0.6153846153846154,away,away,1
2022-02-03,2021/22,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,Quetta Gladiators,field,Islamabad United,Islamabad United,0.4,0.2,0.46153846153846156,0.5384615384615384,away,away,1
2022-02-04,2021/22,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Peshawar Zalmi,Peshawar Zalmi,0.4,0.2,0.6428571428571429,0.3571428571428571,away,home,1
2022-02-05,2021/22,"National Stadium, Karachi",Lahore Qalandars,Islamabad United,Islamabad United,field,Lahore Qalandars,Lahore Qalandars,0.4,0.4,0.2727272727272727,0.7272727272727273,away,away,1
2022-02-05,2021/22,"National Stadium, Karachi",Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,field,Multan Sultans,Multan Sultans,1.0,0.4,0.6666666666666666,0.33333333333333337,away,away,1
2022-02-06,2021/22,"National Stadium, Karachi",Islamabad United,Karachi Kings,Islamabad United,bat,Islamabad United,Islamabad United,0.4,0.0,0.625,0.375,away,home,1
2022-02-07,2021/22,"National Stadium, Karachi",Lahore Qalandars,Quetta Gladiators,Quetta Gladiators,field,Lahore Qalandars,Quetta Gladiators,0.6,0.2,0.5,0.5,away,away,0
2022-02-10,2021/22,"Gaddafi Stadium, Lahore",Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,field,Multan Sultans,Multan Sultans,1.0,0.4,0.7,0.30000000000000004,away,away,1
2022-02-11,2021/22,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans,Multan Sultans,field,Lahore Qalandars,Lahore Qalandars,0.6,1.0,0.4,0.6,home,away,1
2022-02-12,2021/22,"Gaddafi Stadium, Lahore",Islamabad United,Quetta Gladiators,Quetta Gladiators,field,Islamabad United,Quetta Gladiators,0.6,0.4,0.5,0.5,away,away,0
2022-02-13,2021/22,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Peshawar Zalmi,Peshawar Zalmi,0.2,0.0,0.6666666666666666,0.33333333333333337,away,away,1
2022-02-13,2021/22,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars,Lahore Qalandars,field,Quetta Gladiators,Lahore Qalandars,0.6,0.8,0.5384615384615384,0.46153846153846156,away,home,0
2022-02-14,2021/22,"Gaddafi Stadium, Lahore",Islamabad United,Karachi Kings,Karachi Kings,field,Islamabad United,Islamabad United,0.4,0.0,0.6470588235294118,0.3529411764705882,away,away,1
2022-02-15,2021/22,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators,Peshawar Zalmi,bat,Peshawar Zalmi,Peshawar Zalmi,0.4,0.4,0.5555555555555556,0.4444444444444444,away,away,1
2022-02-16,2021/22,"Gaddafi Stadium, Lahore",Karachi Kings,Multan Sultans,Karachi Kings,bat,Karachi Kings,Multan Sultans,0.0,0.8,0.5714285714285714,0.4285714285714286,away,away,0
2022-02-17,2021/22,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Islamabad United,Peshawar Zalmi,bat,Peshawar Zalmi,Peshawar Zalmi,0.6,0.6,0.5,0.5,away,away,1
2022-02-18,2021/22,"Gaddafi Stadium, Lahore",Multan Sultans,Quetta Gladiators,Multan Sultans,bat,Multan Sultans,Multan Sultans,0.8,0.4,0.5,0.5,away,away,1
2022-02-18,2021/22,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars,Karachi Kings,bat,Karachi Kings,Karachi Kings,0.0,0.8,0.6153846153846154,0.3846153846153846,away,home,1
2022-02-19,2021/22,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,Lahore Qalandars,bat,Lahore Qalandars,Lahore Qalandars,0.6,0.4,0.3333333333333333,0.6666666666666667,home,away,1
2022-02-20,2021/22,"Gaddafi Stadium, Lahore",Quetta Gladiators,Karachi Kings,Quetta Gladiators,bat,Quetta Gladiators,Quetta Gladiators,0.4,0.2,0.6153846153846154,0.3846153846153846,away,away,1
2022-02-20,2021/22,"Gaddafi Stadium, Lahore",Islamabad United,Multan Sultans,Islamabad United,bat,Islamabad United,Multan Sultans,0.4,0.8,0.5,0.5,away,away,0
2022-02-23,2021/22,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars,Lahore Qalandars,field,Multan Sultans,Multan Sultans,0.8,0.6,0.5454545454545454,0.4545454545454546,away,home,1
2022-02-24,2021/22,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Islamabad United,Peshawar Zalmi,bat,Peshawar Zalmi,Islamabad United,0.6,0.2,0.5294117647058824,0.47058823529411764,away,away,0
2022-02-25,2021/22,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,Lahore Qalandars,bat,Lahore Qalandars,Lahore Qalandars,0.6,0.4,0.38461538461538464,0.6153846153846154,home,away,1
2022-02-27,2021/22,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans,Lahore Qalandars,bat,Lahore Qalandars,Lahore Qalandars,0.6,0.8,0.4166666666666667,0.5833333333333333,home,away,1
2023-02-13,2022/23,Multan Cricket Stadium,Lahore Qalandars,Multan Sultans,Multan Sultans,field,Lahore Qalandars,Lahore Qalandars,0.6,0.8,0.46153846153846156,0.5384615384615384,away,home,1
2023-02-14,2022/23,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Peshawar Zalmi,Peshawar Zalmi,0.6,0.2,0.6875,0.3125,away,home,1
2023-02-15,2022/23,Multan Cricket Stadium,Quetta Gladiators,Multan Sultans,Multan Sultans,field,Quetta Gladiators,Multan Sultans,0.4,0.6,0.4444444444444444,0.5555555555555556,away,home,0
2023-02-16,2022/23,"National Stadium, Karachi",Karachi Kings,Islamabad United,Islamabad United,field,Karachi Kings,Islamabad United,0.2,0.2,0.3333333333333333,0.6666666666666667,home,away,0
2023-02-17,2022/23,Multan Cricket Stadium,Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,field,Multan Sultans,Multan Sultans,0.6,0.8,0.7272727272727273,0.2727272727272727,home,away,1
2023-02-18,2022/23,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings,Karachi Kings,field,Quetta Gladiators,Quetta Gladiators,0.2,0.2,0.6428571428571429,0.3571428571428571,away,home,1
2023-02-19,2022/23,Multan Cricket Stadium,Multan Sultans,Islamabad United,Islamabad United,field,Multan Sultans,Multan Sultans,0.6,0.4,0.5454545454545454,0.4545454545454546,home,away,1
2023-02-19,2022/23,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,Lahore Qalandars,field,Karachi Kings,Karachi Kings,0.2,0.8,0.6428571428571429,0.3571428571428571,home,away,1
2023-02-20,2022/23,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,field,Quetta Gladiators,Peshawar Zalmi,0.4,0.6,0.42105263157894735,0.5789473684210527,away,away,0
2023-02-21,2022/23,"National Stadium, Karachi",Lahore Qalandars,Quetta Gladiators,Quetta Gladiators,field,Lahore Qalandars,Lahore Qalandars,0.6,0.4,0.5,0.5,away,away,1
2023-02-22,2022/23,Multan Cricket Stadium,Multan Sultans,Karachi Kings,Karachi Kings,field,Multan Sultans,Multan Sultans,0.6,0.2,0.5,0.5,home,away,1
2023-02-23,2022/23,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United,Islamabad United,field,Peshawar Zalmi,Islamabad United,0.6,0.4,0.5,0.5,away,away,0
2023-02-24,2022/23,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,Islamabad United,bat,Islamabad United,Islamabad United,0.6,0.4,0.4666666666666667,0.5333333333333333,away,away,1
2023-02-26,2022/23,"National Stadium, Karachi",Karachi Kings,Multan Sultans,Multan Sultans,field,Karachi Kings,Karachi Kings,0.2,0.8,0.4444444444444444,0.5555555555555556,home,away,1
2023-02-26,2022/23,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi,Lahore Qalandars,bat,Lahore Qalandars,Lahore Qalandars,0.8,0.4,0.42857142857142855,0.5714285714285714,home,away,1
2023-02-27,2022/23,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,Lahore Qalandars,bat,Lahore Qalandars,Lahore Qalandars,0.8,0.6,0.42857142857142855,0.5714285714285714,home,away,1
2023-03-01,2022/23,Rawalpindi Cricket Stadium,Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Peshawar Zalmi,Peshawar Zalmi,0.4,0.4,0.7058823529411765,0.2941176470588235,home,away,1
2023-03-02,2022/23,"Gaddafi Stadium, Lahore",Lahore Qalandars,Quetta Gladiators,Quetta Gladiators,field,Lahore Qalandars,Lahore Qalandars,0.8,0.2,0.5333333333333333,0.4666666666666667,home,away,1
2023-03-03,2022/23,Rawalpindi Cricket Stadium,Karachi Kings,Islamabad United,Karachi Kings,bat,Karachi Kings,Islamabad United,0.4,0.6,0.3157894736842105,0.6842105263157895,away,home,0
2023-03-04,2022/23,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans,Lahore Qalandars,bat,Lahore Qalandars,Lahore Qalandars,0.8,0.8,0.5,0.5,home,away,1
2023-03-05,2022/23,Rawalpindi Cricket Stadium,Quetta Gladiators,Islamabad United,Islamabad United,field,Quetta Gladiators,Islamabad United,0.2,0.6,0.5,0.5,away,home,0
2023-03-06,2022/23,Rawalpindi Cricket Stadium,Karachi Kings,Quetta Gladiators,Quetta Gladiators,field,Karachi Kings,Quetta Gladiators,0.4,0.0,0.3333333333333333,0.6666666666666667,away,away,0
2023-03-07,2022/23,Rawalpindi Cricket Stadium,Peshawar Zalmi,Lahore Qalandars,Peshawar Zalmi,bat,Peshawar Zalmi,Peshawar Zalmi,0.4,1.0,0.5333333333333333,0.4666666666666667,home,away,1
2023-03-07,2022/23,Rawalpindi Cricket Stadium,Multan Sultans,Islamabad United,Islamabad United,field,Multan Sultans,Islamabad United,0.6,0.8,0.5833333333333334,0.41666666666666663,away,home,0
2023-03-08,2022/23,Rawalpindi Cricket Stadium,Peshawar Zalmi,Quetta Gladiators,Peshawar Zalmi,bat,Peshawar Zalmi,Quetta Gladiators,0.6,0.2,0.6,0.4,home,away,0
2023-03-09,2022/23,Rawalpindi Cricket Stadium,Lahore Qalandars,Islamabad United,Lahore Qalandars,bat,Lahore Qalandars,Lahore Qalandars,0.8,0.8,0.4666666666666667,0.5333333333333333,away,home,1
2023-03-10,2022/23,Rawalpindi Cricket Stadium,Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,bat,Peshawar Zalmi,Multan Sultans,0.4,0.4,0.25,0.75,home,away,0
2023-03-11,2022/23,Rawalpindi Cricket Stadium,Multan Sultans,Quetta Gladiators,Quetta Gladiators,field,Multan Sultans,Multan Sultans,0.4,0.4,0.6,0.4,away,away,1
2023-03-12,2022/23,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars,Karachi Kings,bat,Karachi Kings,Karachi Kings,0.2,0.8,0.6666666666666666,0.33333333333333337,away,home,1
2023-03-12,2022/23,Rawalpindi Cricket Stadium,Peshawar Zalmi,Islamabad United,Islamabad United,field,Peshawar Zalmi,Peshawar Zalmi,0.4,0.6,0.47368421052631576,0.5263157894736843,home,home,1
2023-03-15,2022/23,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars,Multan Sultans,bat,Multan Sultans,Multan Sultans,0.4,0.6,0.4666666666666667,0.5333333333333333,away,home,1
2023-03-16,2022/23,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Islamabad United,Islamabad United,field,Peshawar Zalmi,Peshawar Zalmi,0.6,0.6,0.5,0.5,away,away,1
2023-03-17,2022/23,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Lahore Qalandars,Peshawar Zalmi,bat,Peshawar Zalmi,Lahore Qalandars,0.6,0.4,0.5625,0.4375,away,home,0
2023-03-18,2022/23,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans,Lahore Qalandars,bat,Lahore Qalandars,Lahore Qalandars,0.4,0.6,0.5,0.5,home,away,1
2024-02-17,2023/24,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,Islamabad United,field,Lahore Qalandars,Islamabad United,0.6,0.4,0.5,0.5,home,away,0
2024-02-18,2023/24,Multan Cricket Stadium,Multan Sultans,Karachi Kings,Karachi Kings,field,Multan Sultans,Multan Sultans,0.6,0.4,0.5,0.5,home,away,1
2024-02-18,2023/24,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,field,Quetta Gladiators,Quetta Gladiators,0.4,0.4,0.42857142857142855,0.5714285714285714,away,away,1
2024-02-19,2023/24,"Gaddafi Stadium, Lahore",Lahore Qalandars,Quetta Gladiators,Lahore Qalandars,bat,Lahore Qalandars,Quetta Gladiators,0.4,0.6,0.5625,0.4375,home,away,0
2024-02-20,2023/24,Multan Cricket Stadium,Islamabad United,Multan Sultans,Multan Sultans,field,Islamabad United,Multan Sultans,0.4,0.8,0.46153846153846156,0.5384615384615384,away,home,0
2024-02-21,2023/24,Multan Cricket Stadium,Lahore Qalandars,Multan Sultans,Lahore Qalandars,bat,Lahore Qalandars,Multan Sultans,0.4,0.8,0.5294117647058824,0.47058823529411764,away,home,0
2024-02-21,2023/24,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Peshawar Zalmi,Karachi Kings,0.4,0.2,0.7222222222222222,0.2777777777777778,away,away,0
2024-02-22,2023/24,"Gaddafi Stadium, Lahore",Islamabad United,Quetta Gladiators,Quetta Gladiators,field,Islamabad United,Quetta Gladiators,0.2,0.8,0.5294117647058824,0.47058823529411764,away,away,0
2024-02-23,2023/24,Multan Cricket Stadium,Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,bat,Peshawar Zalmi,Peshawar Zalmi,0.4,0.8,0.23076923076923078,0.7692307692307692,away,home,1
2024-02-24,2023/24,"Gaddafi Stadium, Lahore",Lahore Qalandars,Karachi Kings,Karachi Kings,field,Lahore Qalandars,Karachi Kings,0.4,0.4,0.3125,0.6875,home,away,0
2024-02-25,2023/24,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Lahore Qalandars,Lahore Qalandars,field,Peshawar Zalmi,Peshawar Zalmi,0.4,0.2,0.5294117647058824,0.47058823529411764,away,home,1
2024-02-25,2023/24,Multan Cricket Stadium,Multan Sultans,Quetta Gladiators,Quetta Gladiators,field,Multan Sultans,Multan Sultans,0.6,0.8,0.6363636363636364,0.36363636363636365,home,away,1
2024-02-26,2023/24,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Islamabad United,Islamabad United,field,Peshawar Zalmi,Peshawar Zalmi,0.4,0.2,0.5238095238095238,0.47619047619047616,away,away,1
2024-02-27,2023/24,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars,Multan Sultans,bat,Multan Sultans,Multan Sultans,0.8,0.0,0.5,0.5,away,home,1
2024-02-28,2023/24,"National Stadium, Karachi",Karachi Kings,Islamabad United,Islamabad United,field,Karachi Kings,Islamabad United,0.6,0.2,0.3,0.7,home,away,0
2024-02-29,2023/24,"National Stadium, Karachi",Karachi Kings,Quetta Gladiators,Quetta Gladiators,field,Karachi Kings,Quetta Gladiators,0.6,0.6,0.3125,0.6875,home,away,0
2024-03-03,2023/24,"National Stadium, Karachi",Multan Sultans,Karachi Kings,Multan Sultans,bat,Multan Sultans,Multan Sultans,0.8,0.4,0.5454545454545454,0.4545454545454546,away,home,1
2024-03-04,2023/24,Rawalpindi Cricket Stadium,Islamabad United,Peshawar Zalmi,Peshawar Zalmi,field,Islamabad United,Islamabad United,0.4,0.6,0.45454545454545453,0.5454545454545454,home,home,1
2024-03-05,2023/24,Rawalpindi Cricket Stadium,Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,bat,Peshawar Zalmi,Peshawar Zalmi,0.6,0.8,0.2857142857142857,0.7142857142857143,home,away,1
2024-03-06,2023/24,Rawalpindi Cricket Stadium,Quetta Gladiators,Karachi Kings,Karachi Kings,field,Quetta Gladiators,Karachi Kings,0.8,0.4,0.7058823529411765,0.2941176470588235,away,away,0
2024-03-06,2023/24,Rawalpindi Cricket Stadium,Lahore Qalandars,Islamabad United,Islamabad United,field,Lahore Qalandars,Lahore Qalandars,0.0,0.4,0.47058823529411764,0.5294117647058824,away,home,1
2024-03-07,2023/24,Rawalpindi Cricket Stadium,Karachi Kings,Islamabad United,Islamabad United,field,Karachi Kings,Islamabad United,0.4,0.4,0.2857142857142857,0.7142857142857143,away,home,0
2024-03-08,2023/24,Rawalpindi Cricket Stadium,Peshawar Zalmi,Quetta Gladiators,Quetta Gladiators,field,Peshawar Zalmi,Peshawar Zalmi,0.8,0.6,0.5454545454545454,0.4545454545454546,home,away,1
2024-03-09,2023/24,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings,Karachi Kings,field,Lahore Qalandars,Karachi Kings,0.2,0.2,0.29411764705882354,0.7058823529411764,away,home,0
2024-03-10,2023/24,Rawalpindi Cricket Stadium,Multan Sultans,Islamabad United,Islamabad United,field,Multan Sultans,Islamabad United,0.6,0.6,0.5714285714285714,0.4285714285714286,away,home,0
2024-03-10,2023/24,"National Stadium, Karachi",Lahore Qalandars,Quetta Gladiators,Lahore Qalandars,bat,Lahore Qalandars,Quetta Gladiators,0.2,0.4,0.5294117647058824,0.47058823529411764,away,away,0
2024-03-11,2023/24,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings,Peshawar Zalmi,bat,Peshawar Zalmi,Peshawar Zalmi,0.8,0.4,0.6842105263157895,0.3157894736842105,away,home,1
2024-03-12,2023/24,"National Stadium, Karachi",Multan Sultans,Quetta Gladiators,Quetta Gladiators,field,Multan Sultans,Multan Sultans,0.6,0.4,0.6666666666666666,0.33333333333333337,away,away,1
2024-03-14,2023/24,"National Stadium, Karachi",Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,bat,Peshawar Zalmi,Multan Sultans,0.8,0.6,0.3333333333333333,0.6666666666666667,away,away,0
2024-03-15,2023/24,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,Islamabad United,bat,Islamabad United,Islamabad United,0.8,0.4,0.5,0.5,away,away,1
2024-03-16,2023/24,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United,Islamabad United,field,Peshawar Zalmi,Islamabad United,0.6,0.8,0.5217391304347826,0.4782608695652174,away,away,0
2024-03-18,2023/24,"National Stadium, Karachi",Multan Sultans,Islamabad United,Multan Sultans,bat,Multan Sultans,Islamabad United,0.6,0.8,0.5333333333333333,0.4666666666666667,away,away,0
2025-04-11,2025,Rawalpindi Cricket Stadium,Lahore Qalandars,Islamabad United,Islamabad United,field,Lahore Qalandars,Islamabad United,0.2,1.0,0.5,0.5,away,home,0
